FIPS,Population,< 18,African American,American Indian/ Alaskan Native,Asian,Native Hawaiian/ Other Pacific Islander,Hispanic,Non-hispanic white,Household Income,% Free Lunch,"Percent of adults with less than a high school diploma, 2014-18","Percent of adults with a high school diploma only, 2014-18","Percent of adults completing some college or associates degree, 2014-18","Percent of adults with a bachelors degree or higher, 2014-18",PercentPoverty,PercentYouthPoverty,PercentInfantPoverty0-4,Per-pupil-Spending,Total-Spending,Instructor-spending-per-pupil,Instructor-spending,SupportServices-per-pupil,SupportServices,MN,AB,AP
12043,12635,18.9,12.4,5.2,0.5,0.0,21.8,60,38825.0,51.0,24.4,40.6,25.1,9.9,20.1,27.6,23.7,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12045,15844,15.9,18.7,0.4,0.3,0.0,4.5,74,37373.0,43.0,15.1,37.3,29.9,17.7,20.3,26.3,25.8,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12047,14671,19.5,33.9,0.9,0.6,0.0,9.3,55,29482.0,69.0,23.9,44.0,22.8,9.3,27.6,35.9,36.1,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12049,27887,27.6,6.9,1.2,1.3,0.1,43.1,48,33058.0,69.0,24.2,47.9,17.4,10.4,27.0,38.2,37.2,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12051,39089,27.6,13.1,2.2,0.9,0.2,49.4,35,35247.0,72.0,34.3,34.8,22.7,8.2,24.0,33.5,31.5,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12053,173094,19.5,5.0,0.4,1.2,0.1,10.6,82,40411.0,47.0,12.6,36.4,33.5,17.5,14.1,19.3,18.1,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12055,98630,18.1,9.2,0.6,1.6,0.1,17.8,70,33692.0,60.0,15.3,38.0,29.8,17.0,20.8,38.5,39.0,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12057,1267775,23.3,15.9,0.5,3.6,0.1,25.1,53,46592.0,48.0,11.6,27.1,28.6,32.7,14.7,20.1,18.4,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12059,19873,21.4,6.3,0.9,0.6,0.1,2.6,88,33211.0,53.0,22.6,39.0,28.1,10.3,23.9,30.6,30.5,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12061,138894,18.6,8.9,0.4,1.3,0.1,11.6,77,42053.0,47.0,11.3,29.7,30.6,28.3,10.7,17.9,16.8,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12063,49292,19.6,26.5,0.7,0.6,0.2,4.6,66,35193.0,50.0,19.3,37.4,29.8,13.4,23.5,33.5,33.5,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12065,14658,18.5,35.3,0.3,0.6,0.0,3.9,59,40252.0,67.0,17.9,33.3,26.7,22.0,17.9,28.6,26.5,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12067,8942,19.9,16.0,0.6,0.2,0.0,12.4,70,40407.0,51.0,23.9,40.8,19.6,15.8,21.0,26.1,22.3,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12069,301019,20.6,9.6,0.6,2.0,0.1,12.6,74,44965.0,46.0,10.7,32.9,33.7,22.7,11.5,19.5,17.9,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12071,631330,19.4,7.9,0.5,1.5,0.1,18.6,71,45515.0,54.0,12.0,30.8,29.4,27.8,12.1,18.4,16.7,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12073,277971,18.9,30.2,0.3,3.0,0.1,5.9,59,44857.0,37.0,6.4,19.1,28.8,45.7,20.7,20.1,18.8,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12075,40156,20.7,9.7,0.6,0.6,0.1,7.7,80,33544.0,61.0,15.7,41.1,30.5,12.6,16.1,26.3,25.7,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12077,8314,21.2,18.1,1.3,0.3,0.1,6.6,73,37446.0,45.0,18.6,47.9,20.8,12.7,23.8,27.1,26.7,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12079,19115,21.5,38.4,0.6,0.3,0.0,4.9,55,31578.0,70.0,19.3,38.1,28.8,13.8,22.8,32.5,32.1,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12081,327142,20.4,8.7,0.5,1.8,0.1,15.1,73,43494.0,48.0,10.8,30.4,29.5,29.3,10.4,17.3,16.2,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12083,332529,19.0,12.2,0.5,1.4,0.1,11.2,74,36425.0,55.0,12.7,37.5,30.5,19.4,15.1,25.9,25.3,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12085,147495,17.4,5.3,1.0,1.2,0.2,12.4,80,50417.0,35.0,9.5,25.2,32.4,33.0,10.7,16.4,15.0,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12086,2554766,21.4,17.1,0.3,1.7,0.1,64.5,16,40476.0,62.0,18.5,27.7,24.9,28.8,16.0,22.6,21.9,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12087,73873,15.1,5.6,0.5,1.2,0.1,21.0,70,51152.0,38.0,8.7,27.3,30.7,33.3,12.0,19.2,20.1,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12089,74195,21.3,6.7,0.5,1.0,0.1,3.5,87,54706.0,36.0,8.6,32.7,30.4,28.2,10.4,13.7,12.5,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12091,183482,22.1,9.3,0.7,3.1,0.2,7.2,77,49643.0,31.0,8.2,24.7,36.5,30.6,12.7,18.1,17.0,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12093,40140,24.0,8.1,1.3,0.9,0.1,24.5,65,33806.0,63.0,25.0,38.4,25.2,11.4,21.5,34.4,32.8,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12095,1169107,23.4,19.6,0.5,5.2,0.2,27.5,46,44635.0,50.0,11.5,24.5,30.1,33.8,15.6,22.8,21.8,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12097,276163,25.9,9.5,0.7,3.0,0.2,46.3,40,40933.0,54.0,13.2,31.9,34.3,20.5,13.4,20.2,19.9,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12099,1335187,20.3,17.0,0.6,2.5,0.1,19.6,60,48973.0,46.0,11.8,24.5,28.0,35.7,12.2,18.5,17.1,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12101,466457,20.9,4.5,0.4,2.3,0.1,12.1,79,40859.0,44.0,11.0,33.1,32.5,23.4,12.6,17.4,15.3,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12103,917398,17.5,10.2,0.4,3.1,0.1,8.3,76,42761.0,43.0,8.9,28.3,31.9,31.0,11.7,16.2,14.4,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12105,609492,23.2,14.4,0.6,1.8,0.1,18.1,64,40258.0,58.0,15.2,35.4,29.4,20.0,15.7,24.0,23.0,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12107,74041,22.5,16.2,0.6,0.7,0.1,9.4,72,31150.0,73.0,19.1,40.7,27.8,12.4,18.8,33.3,31.6,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12109,195823,22.7,5.7,0.3,2.3,0.1,5.5,85,63299.0,20.0,5.4,21.4,29.4,43.7,6.6,7.3,6.6,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12111,280379,21.9,18.6,0.6,1.8,0.1,16.8,61,41384.0,53.0,13.9,33.7,32.1,20.3,12.1,18.5,18.2,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12113,154104,23.4,5.7,0.9,2.0,0.2,4.6,84,53155.0,34.0,8.4,27.2,36.3,28.1,9.5,12.2,11.6,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12115,382213,15.5,4.7,0.3,1.4,0.1,8.2,84,47457.0,41.0,7.2,29.1,29.1,34.7,10.3,16.7,15.7,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12117,425071,22.4,10.7,0.4,3.9,0.1,17.7,66,54449.0,33.0,5.7,21.7,34.3,38.2,9.9,13.4,12.2,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12119,97756,8.7,9.1,0.4,0.8,0.1,6.0,83,44595.0,50.0,8.4,30.2,30.2,31.1,9.3,26.6,26.1,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12121,41972,22.8,11.6,0.7,0.7,0.1,9.0,77,34947.0,59.0,18.5,39.3,27.5,14.7,19.3,28.2,27.5,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12123,22691,19.5,20.7,0.9,0.8,0.0,3.6,73,33863.0,62.0,22.6,43.3,26.8,7.4,21.6,29.8,30.0,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12125,15388,19.2,22.0,0.5,0.3,0.0,5.2,71,40743.0,51.0,23.1,37.9,30.7,8.3,20.6,21.0,20.1,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12127,494804,18.6,10.2,0.4,1.6,0.1,11.5,75,38477.0,48.0,10.0,32.2,34.2,23.6,13.2,17.5,17.3,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12129,30978,21.9,14.6,0.6,0.5,0.1,3.6,79,50716.0,40.0,12.1,35.9,33.6,18.4,11.9,16.2,15.4,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12131,55793,20.2,6.0,0.9,1.0,0.2,5.5,85,44763.0,44.0,11.5,27.6,32.5,28.4,11.4,18.6,18.7,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
12133,24935,20.9,15.1,1.3,0.6,0.1,3.2,78,35004.0,54.0,18.8,41.5,28.0,11.7,22.8,32.0,30.8,"$8,920.00","$25,339,845.00","$5,478.00","$15,212,112.00","$2,984.00","$8,286,140.00",281,70,31
13001,18420,25.2,19.2,0.4,0.8,0.2,9.4,70,35164.0,59.0,25.5,38.3,26.5,9.7,21.9,34.0,31.6,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13003,8413,29.5,17.3,1.3,0.6,1.0,24.8,56,28693.0,67.0,30.9,40.3,18.9,9.9,26.1,42.2,41.1,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13005,11203,25.7,15.9,0.4,0.5,0.1,7.5,75,31301.0,53.0,18.5,41.9,29.6,10.1,22.8,33.6,31.1,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13007,3085,25.0,45.4,0.4,1.1,0.1,4.9,47,33347.0,80.0,21.7,38.9,27.1,12.3,22.9,43.2,42.6,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13009,44417,20.4,41.1,0.3,1.5,0.0,2.2,54,34304.0,66.0,15.6,36.4,27.1,20.9,23.8,31.3,30.0,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13011,18251,24.8,3.0,0.5,1.0,0.1,6.1,89,42673.0,57.0,22.9,40.6,23.6,12.8,13.0,19.5,18.7,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13013,69912,27.9,11.6,0.5,3.5,0.1,9.1,74,50996.0,51.0,17.0,34.4,31.1,17.6,9.5,15.0,14.4,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13015,100421,26.2,10.4,0.6,0.9,0.1,7.9,79,45072.0,51.0,17.0,33.0,30.6,19.5,12.2,17.1,15.8,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13017,17673,26.1,34.4,0.6,0.8,0.0,6.1,57,29425.0,73.0,17.3,44.2,26.4,12.0,26.2,40.9,37.9,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13019,19372,24.9,11.2,0.4,0.5,0.0,5.0,82,33417.0,61.0,21.9,42.3,23.9,11.8,21.8,31.1,29.8,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13021,156433,25.6,52.0,0.3,1.7,0.1,3.1,42,35125.0,72.0,14.3,31.6,28.5,25.7,24.7,36.6,36.1,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13023,13290,22.3,27.5,0.1,0.9,0.0,2.4,68,39461.0,50.0,12.4,41.7,28.7,17.2,18.7,28.0,28.9,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13025,18367,26.3,3.6,0.4,0.2,0.0,2.0,92,36300.0,55.0,20.0,46.6,25.2,8.2,18.3,29.3,28.2,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13027,15889,23.5,34.9,0.3,0.4,0.1,5.2,58,29282.0,74.0,17.2,38.1,29.5,15.2,24.5,33.7,33.3,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13029,31377,29.0,14.7,0.4,1.8,0.1,5.2,76,63092.0,31.0,8.1,25.6,33.8,32.6,8.6,11.5,10.9,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13031,72881,19.7,28.8,0.4,1.5,0.1,3.7,64,33192.0,52.0,13.1,27.3,32.2,27.4,22.9,24.4,24.2,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13033,23504,27.4,49.2,0.2,0.4,0.1,2.9,46,31188.0,71.0,20.8,37.4,29.1,12.6,22.0,33.2,30.6,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13035,23504,22.2,27.2,0.3,0.5,0.0,2.8,68,40330.0,55.0,20.8,44.0,23.8,11.4,19.7,30.0,30.7,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13037,6740,19.5,60.2,0.3,0.4,0.3,4.1,34,27860.0,74.0,25.7,39.3,25.7,9.4,37.2,43.2,35.8,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13039,50410,26.2,19.3,0.5,1.5,0.2,5.4,71,50207.0,37.0,8.2,31.5,35.8,24.5,15.8,20.8,19.7,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13043,11276,25.6,25.4,0.1,0.6,0.1,11.1,62,28263.0,65.0,23.4,36.1,26.4,14.1,24.6,35.3,33.7,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13045,111159,25.1,18.3,0.5,0.9,0.1,6.4,73,43237.0,56.0,16.3,33.2,30.0,20.6,16.8,21.5,22.3,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13047,64530,24.5,2.7,0.4,1.3,0.1,2.5,92,47111.0,40.0,12.6,32.4,34.3,20.8,11.9,16.5,14.6,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13049,13422,19.4,31.9,0.4,0.7,0.0,3.5,62,31582.0,62.0,26.7,39.1,23.7,10.5,25.6,30.5,28.1,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13051,271544,22.5,39.5,0.4,2.5,0.1,5.7,50,42383.0,55.0,10.4,24.3,32.1,33.2,14.4,20.0,19.8,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13053,11749,26.1,18.5,1.2,2.4,0.7,14.0,61,41476.0,51.0,7.2,25.9,33.6,33.4,17.3,19.3,20.9,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13055,25736,22.3,11.5,0.3,0.5,0.3,4.2,82,33350.0,55.0,26.9,38.7,24.5,9.8,19.5,24.7,21.5,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13057,218286,27.0,6.0,0.6,1.8,0.1,9.9,81,65769.0,25.0,8.6,22.8,31.6,37.0,7.4,9.4,8.9,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13059,117344,17.3,25.9,0.4,4.4,0.1,10.5,58,30880.0,74.0,12.9,21.1,23.3,42.7,27.0,30.0,28.2,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13061,3111,22.5,59.7,0.4,0.4,0.0,0.9,38,26420.0,82.0,20.2,42.3,29.5,7.9,29.8,44.8,42.7,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13063,261532,29.0,64.1,0.7,5.0,0.1,13.5,15,37706.0,74.0,15.3,32.9,32.3,19.5,17.6,27.3,27.9,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13065,6777,26.3,28.0,0.8,0.3,0.1,3.4,66,30237.0,62.0,29.2,31.7,28.0,11.1,25.8,34.8,33.9,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13067,697553,25.3,24.8,0.5,4.7,0.1,12.5,56,57995.0,39.0,8.2,18.7,26.6,46.5,9.1,13.2,13.3,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13069,42864,25.3,27.4,0.4,0.8,0.1,10.4,60,32351.0,67.0,22.6,38.6,25.6,13.2,23.9,31.4,34.0,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13071,45645,28.0,22.2,1.3,0.7,0.2,17.6,58,30669.0,66.0,26.2,39.4,22.0,12.5,23.9,33.8,33.9,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13073,128112,26.6,15.3,0.4,4.0,0.2,5.3,73,62717.0,25.0,7.4,24.9,32.6,35.1,7.1,9.8,10.2,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13075,17125,26.7,27.3,0.4,0.7,0.1,5.9,65,32812.0,61.0,20.1,34.4,30.0,15.5,24.5,36.6,32.9,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13077,129629,26.7,17.4,0.4,1.6,0.1,7.0,72,56878.0,36.0,11.2,28.6,30.3,29.8,10.2,14.1,13.4,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13079,12567,22.6,22.5,0.6,0.4,0.1,2.8,73,41855.0,69.0,16.5,39.4,33.8,10.3,18.5,27.2,25.2,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13081,23710,25.4,43.5,0.2,0.8,0.1,3.4,51,29134.0,72.0,19.9,39.1,27.3,13.7,27.4,43.0,40.8,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13083,16570,20.9,1.3,0.4,0.8,0.1,1.9,94,41233.0,44.0,20.9,35.8,29.5,13.9,13.6,18.3,17.5,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13085,22459,21.9,1.0,0.4,0.7,0.1,4.1,93,53339.0,37.0,14.0,28.6,27.1,30.4,8.7,13.4,12.4,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13087,27694,25.5,40.9,0.8,0.6,0.1,5.3,52,31054.0,66.0,18.4,36.1,30.9,14.6,23.2,35.7,33.8,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13089,699893,23.9,53.1,0.6,5.2,0.1,9.8,30,48293.0,62.0,11.0,20.8,24.8,43.4,14.3,23.4,22.3,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13091,21894,22.8,29.7,0.4,0.5,0.1,3.4,65,31696.0,59.0,16.8,42.3,27.3,13.7,26.5,33.9,31.2,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13093,14587,20.8,48.7,0.2,0.7,0.1,6.1,44,29970.0,75.0,24.8,39.6,24.3,11.3,29.1,38.2,32.3,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13095,94788,25.8,66.5,0.3,0.9,0.2,2.5,29,30186.0,75.0,17.5,29.0,32.1,21.4,29.5,43.7,38.8,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13097,133355,27.8,38.9,0.4,1.6,0.1,8.6,49,50501.0,51.0,12.0,30.7,30.1,27.1,12.6,20.9,19.2,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13099,10778,26.1,49.1,0.4,0.4,0.0,1.8,48,31345.0,69.0,19.9,36.0,28.5,15.6,26.5,40.4,38.0,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13101,4129,28.4,4.5,3.0,0.3,0.4,29.4,63,32543.0,64.0,28.5,38.2,24.5,8.8,24.4,36.3,33.6,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13103,52655,27.8,13.8,0.3,0.9,0.1,3.1,80,59502.0,33.0,12.0,37.8,30.1,20.1,8.3,12.3,11.7,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13105,19886,22.8,29.3,0.3,0.7,0.1,5.0,64,33068.0,61.0,22.6,43.1,23.5,10.8,18.5,30.1,30.0,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13107,22567,25.6,33.4,0.4,0.7,0.0,4.7,60,30459.0,70.0,20.8,42.9,23.9,12.4,25.1,34.4,33.5,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13109,11065,25.5,29.6,0.4,0.9,0.3,12.7,56,30858.0,72.0,25.7,37.5,21.4,15.5,26.6,38.7,35.6,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13111,23708,18.5,0.7,0.3,0.3,0.0,2.0,96,34775.0,50.0,13.3,34.3,31.2,21.3,16.8,27.2,24.9,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13113,107784,25.0,20.3,0.4,4.1,0.1,6.5,67,74476.0,19.0,5.2,20.7,27.5,46.5,5.0,7.6,6.5,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13115,95989,24.0,14.4,0.8,1.4,0.3,9.7,73,40159.0,55.0,19.0,33.1,27.5,20.4,20.7,32.3,29.6,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13117,181840,29.9,3.0,0.5,6.7,0.1,9.6,79,85137.0,16.0,7.2,16.6,24.5,51.7,5.0,5.4,4.8,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13119,21864,22.4,8.9,0.3,0.6,0.0,4.2,85,31042.0,51.0,20.0,40.1,26.3,13.5,16.4,25.5,25.0,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13121,949599,23.7,43.5,0.4,5.8,0.1,8.1,41,54893.0,51.0,7.9,18.3,22.4,51.4,13.5,19.3,18.6,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13123,28324,21.7,0.6,0.7,0.3,0.5,10.2,88,36359.0,58.0,18.1,36.4,25.4,20.0,17.4,30.2,29.7,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13125,3084,25.8,9.2,0.2,0.0,0.0,1.5,88,35247.0,42.0,22.6,42.1,26.2,9.0,17.5,21.2,19.1,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13127,80386,23.9,26.0,0.5,1.3,0.2,6.5,64,44238.0,51.0,12.1,27.0,31.3,29.6,16.6,26.6,24.9,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
